,asset,time,ReferenceRateUSD
2376,btc,2025-01-05 20:00:00+00:00,97999.4122676797
2377,btc,2025-01-05 21:00:00+00:00,98293.8213325541
2378,btc,2025-01-05 22:00:00+00:00,98405.5415882525
2379,btc,2025-01-05 23:00:00+00:00,98544.6811510813
2380,btc,2025-01-06 00:00:00+00:00,98414.8120964348
2381,btc,2025-01-06 01:00:00+00:00,98366.8071236119
2382,btc,2025-01-06 02:00:00+00:00,98306.073934249
2383,btc,2025-01-06 03:00:00+00:00,98852.591836353
2384,btc,2025-01-06 04:00:00+00:00,99043.2615464641
2385,btc,2025-01-06 05:00:00+00:00,99283.8244167154
2386,btc,2025-01-06 06:00:00+00:00,99657.4046569258
2387,btc,2025-01-06 07:00:00+00:00,99548.0269824664
2388,btc,2025-01-06 08:00:00+00:00,99298.7564316189
2389,btc,2025-01-06 09:00:00+00:00,99184.4715680888
2390,btc,2025-01-06 10:00:00+00:00,99027.6192250146
2391,btc,2025-01-06 11:00:00+00:00,98805.4201937464
2392,btc,2025-01-06 12:00:00+00:00,99175.9593448276
2393,btc,2025-01-06 13:00:00+00:00,99370.3582764465
2394,btc,2025-01-06 14:00:00+00:00,99272.9121750438
2395,btc,2025-01-06 15:00:00+00:00,99842.9440642899
2396,btc,2025-01-06 16:00:00+00:00,101886.43671391
2397,btc,2025-01-06 17:00:00+00:00,102178.344456458
2398,btc,2025-01-06 18:00:00+00:00,101749.500681473
2399,btc,2025-01-06 19:00:00+00:00,101929.667410579
2400,btc,2025-01-06 20:00:00+00:00,101926.339377265
2401,btc,2025-01-06 21:00:00+00:00,102147.247901812
2402,btc,2025-01-06 22:00:00+00:00,101902.826869082
2403,btc,2025-01-06 23:00:00+00:00,101992.276784629
2404,btc,2025-01-07 00:00:00+00:00,102179.560366745
2405,btc,2025-01-07 01:00:00+00:00,102212.86240678
2406,btc,2025-01-07 02:00:00+00:00,101934.776069258
2407,btc,2025-01-07 03:00:00+00:00,101838.076443308
2408,btc,2025-01-07 04:00:00+00:00,101694.43542782
2409,btc,2025-01-07 05:00:00+00:00,101812.706457919
2410,btc,2025-01-07 06:00:00+00:00,101714.740974869
2411,btc,2025-01-07 07:00:00+00:00,101824.19785827
2412,btc,2025-01-07 08:00:00+00:00,101761.491969901
2413,btc,2025-01-07 09:00:00+00:00,101851.798673875
2414,btc,2025-01-07 10:00:00+00:00,101719.154777615
2415,btc,2025-01-07 11:00:00+00:00,101468.795417008
2416,btc,2025-01-07 12:00:00+00:00,100934.409335476
2417,btc,2025-01-07 13:00:00+00:00,100792.395666277
2418,btc,2025-01-07 14:00:00+00:00,100735.089177089
2419,btc,2025-01-07 15:00:00+00:00,100430.607479252
2420,btc,2025-01-07 16:00:00+00:00,98049.9278287551
2421,btc,2025-01-07 17:00:00+00:00,97903.9626551724
2422,btc,2025-01-07 18:00:00+00:00,97198.0140964348
2423,btc,2025-01-07 19:00:00+00:00,96876.9688722969
2424,btc,2025-01-07 20:00:00+00:00,96598.3700806546
2425,btc,2025-01-07 21:00:00+00:00,96395.421751315
2426,btc,2025-01-07 22:00:00+00:00,96665.7791899474
2427,btc,2025-01-07 23:00:00+00:00,97004.096820865
2428,btc,2025-01-08 00:00:00+00:00,96974.9957857978
2429,btc,2025-01-08 01:00:00+00:00,97071.7360604909
2430,btc,2025-01-08 02:00:00+00:00,96853.831194623
2431,btc,2025-01-08 03:00:00+00:00,96967.0178609001
