,asset,time,ReferenceRateUSD
255,eth,2025-01-23 05:00:00+00:00,3201.27401620105
256,eth,2025-01-23 06:00:00+00:00,3211.61905438925
257,eth,2025-01-23 07:00:00+00:00,3212.38523169491
258,eth,2025-01-23 08:00:00+00:00,3221.49394349503
259,eth,2025-01-23 09:00:00+00:00,3216.2294740678
260,eth,2025-01-23 10:00:00+00:00,3204.10166694331
261,eth,2025-01-23 11:00:00+00:00,3199.49378251899
262,eth,2025-01-23 12:00:00+00:00,3208.8162986616
263,eth,2025-01-23 13:00:00+00:00,3203.23483222385
264,eth,2025-01-23 14:00:00+00:00,3225.18361115722
265,eth,2025-01-23 15:00:00+00:00,3259.94315290474
266,eth,2025-01-23 16:00:00+00:00,3251.04518776739
267,eth,2025-01-23 17:00:00+00:00,3270.15305274109
268,eth,2025-01-23 18:00:00+00:00,3256.30851368206
269,eth,2025-01-23 19:00:00+00:00,3248.41651603156
270,eth,2025-01-23 20:00:00+00:00,3214.96174759205
271,eth,2025-01-23 21:00:00+00:00,3262.30883172414
272,eth,2025-01-23 22:00:00+00:00,3242.6712209059
273,eth,2025-01-23 23:00:00+00:00,3303.94375215663
274,eth,2025-01-24 00:00:00+00:00,3335.84164436002
275,eth,2025-01-24 01:00:00+00:00,3303.99880516657
276,eth,2025-01-24 02:00:00+00:00,3305.79825665693
277,eth,2025-01-24 03:00:00+00:00,3297.62596525424
278,eth,2025-01-24 04:00:00+00:00,3301.59034336061
279,eth,2025-01-24 05:00:00+00:00,3319.17497472823
280,eth,2025-01-24 06:00:00+00:00,3380.20077291642
281,eth,2025-01-24 07:00:00+00:00,3391.66608894214
282,eth,2025-01-24 08:00:00+00:00,3384.13083028054
283,eth,2025-01-24 09:00:00+00:00,3401.77250714202
284,eth,2025-01-24 10:00:00+00:00,3399.57852703974
285,eth,2025-01-24 11:00:00+00:00,3403.05400371128
286,eth,2025-01-24 12:00:00+00:00,3401.46086922268
287,eth,2025-01-24 13:00:00+00:00,3396.02805195792
288,eth,2025-01-24 14:00:00+00:00,3397.84150300994
289,eth,2025-01-24 15:00:00+00:00,3401.77036966686
290,eth,2025-01-24 16:00:00+00:00,3382.55227556984
291,eth,2025-01-24 17:00:00+00:00,3390.95189596727
292,eth,2025-01-24 18:00:00+00:00,3396.01828784337
293,eth,2025-01-24 19:00:00+00:00,3389.2500414962
294,eth,2025-01-24 20:00:00+00:00,3379.38974956166
295,eth,2025-01-24 21:00:00+00:00,3342.13472121566
296,eth,2025-01-24 22:00:00+00:00,3333.42617241379
297,eth,2025-01-24 23:00:00+00:00,3330.15931092928
298,eth,2025-01-25 00:00:00+00:00,3310.42760140269
